ID,name,loc,country,country_id,rank_raw,rank,scholarship,status,research_output,student_faculty_ratio,int_students,size,total_faculty,link,admission_raw,city,tuition_fee_raw,currency,exchange_rate,fee_min,fee_max,fee_avg,fee_min_usd,fee_max_usd,fee_avg_usd
1007,Sungshin Women's University,"Soojung Campus, Seoul, South Korea +1",South Korea,90,1001-1200,,,Private,Medium,7,483,M,,https://www.topuniversities.com/universities/sungshin-womens-university,,Seoul,4123000 - 5225000,KRW,0.00073,4123000,5225000,4674000,3009.79,3814.25,3412.02
1008,Szechenyi Istvan University (University of Gyor),"Széchenyi István University (SZE), Győr, Hungary +4",Hungary,37,1001-1200,,,Private,Medium,11,610,M,778,https://www.topuniversities.com/universities/szechenyi-istvan-university-university-gyor,,Győr,100,EUR,1.08,100,100,100,108,108,108
1009,Taibah University,"Main campus, Medina, Saudi Arabia +6",Saudi Arabia,84,1001-1200,,,Public,High,21,1072,XL,"2,472",https://www.topuniversities.com/universities/taibah-university,,Medina,10000,SAR,0.27,10000,10000,10000,2700,2700,2700
1010,Tallinn University,"Main Campus Tallinn, Estonia",Estonia,28,1001-1200,,,Public,Very High,15,830,M,425,https://www.topuniversities.com/universities/tallinn-university,,Main Campus Tallinn,4200 - 5000,EUR,1.08,4200,5000,4600,4536,5400,4968
1011,Technical University of Kosice,"TUKE main campus, Košice, Slovakia +2",Slovakia,88,1001-1200,,,Public,Very High,12,2153,M,767,https://www.topuniversities.com/universities/technical-university-kosice,,Košice,5000,EUR,1.08,5000,5000,5000,5400,5400,5400
1012,Telkom University,"Telkom University Main Campus, Bandung, Indonesia +1",Indonesia,40,1001-1200,,,Private,Very High,13,1133,L,"1,239",https://www.topuniversities.com/universities/telkom-university,,Bandung,13312,USD,1,13312,13312,13312,13312,13312,13312
1013,The Hashemite University,"The Hashemite University, Zarqa, Jordan +1",Jordan,48,1001-1200,,,Public,High,21,2577,L,931,https://www.topuniversities.com/universities/hashemite-university,,Zarqa,50 - 275,JOD,1.41,50,275,162.5,70.5,387.75,229.125
1014,The University of Northampton,"Waterside Campus Northampton, United Kingdom",United Kingdom,103,1001-1200,,Yes,Public,High,20,4703,M,,https://www.topuniversities.com/universities/university-northampton,"BSC:
- IELTS: 6+

MSC:
- IELTS: 6.5+",Waterside Campus Northampton,15728,USD,1,15728,15728,15728,15728,15728,15728
1015,The University of Texas at Arlington,"University of Texas Arlington, Arlington, United States +1",United States,104,1001-1200,,,Public,Very High,21,5381,XL,"1,489",https://www.topuniversities.com/universities/university-texas-arlington,"BSC:
- ACT: 22+
- SAT: 980+
- IELTS: 6.5+
- TOEFL: 79+

MSC:
- Bachelor GPA: 3+
- IELTS: 6.5+
- TOEFL: 79+",Arlington,19422,USD,1,19422,19422,19422,19422,19422,19422
1016,Tokushima University,"Shinkura Campus Tokushima City, Japan",Japan,47,1001-1200,,,Public,Very High,8,184,M,966,https://www.topuniversities.com/universities/tokushima-university,,Shinkura Campus Tokushima City,535800,JPY,0.0064,535800,535800,535800,3429.12,3429.12,3429.12
1017,Tokyo Metropolitan University,"Minami-Osawa, Tokyo, Japan +2",Japan,47,1001-1200,,,Public,Very High,10,474,M,939,https://www.topuniversities.com/universities/tokyo-metropolitan-university,,Tokyo,520800,JPY,0.0064,520800,520800,520800,3333.12,3333.12,3333.12
1018,Universidad Rey Juan Carlos,"Alcorcón, Alcorcón, Spain +1",Spain,91,1001-1200,,Yes,Public,Very High,16,3997,XL,,https://www.topuniversities.com/universities/universidad-rey-juan-carlos,"BSC:
- IELTS: 6.5+
- TOEFL: 92+

MSC:
- IELTS: 6.5+
- TOEFL: 92+",Alcorcón,1260,EUR,1.08,1260,1260,1260,1360.8,1360.8,1360.8
1019,Universidad de Castilla-La Mancha,"Ciudad Real, Ciudad Real, Spain +3",Spain,91,1001-1200,,Yes,Public,Very High,13,1488,L,"1,966",https://www.topuniversities.com/universities/universidad-de-castilla-la-mancha,,Ciudad Real,727 - 1132,EUR,1.08,727,1132,929.5,785.16,1222.56,1003.86
1020,Universidad de Oviedo,"Faculty of Geology, Oviedo, Spain +9",Spain,91,1001-1200,,,Public,Very High,7,242,L,"2,312",https://www.topuniversities.com/universities/universidad-de-oviedo,,Oviedo,2706,EUR,1.08,2706,2706,2706,2922.48,2922.48,2922.48
1021,Universidade da Coruña,"Rúa da Maestranza, 9, A Coruña, ES A Coruña, Spain",Spain,91,1001-1200,,,Public,Very High,11,794,L,"1,325",https://www.topuniversities.com/universities/universidade-da-coruna,,ES A Coruña,2248 - 3309,EUR,1.08,2248,3309,2778.5,2427.84,3573.72,3000.78
1022,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara","Sede di Chieti, Chieti, Italy +1",Italy,46,1001-1200,,,Public,Very High,25,588,L,717,https://www.topuniversities.com/universities/universita-degli-studi-g-dannunzio-chieti-pescara,,Chieti,,,,,,,,,
1023,Universitas Hasanuddin,"Tamalanrea Campus, Makassar, Indonesia +2",Indonesia,40,1001-1200,,,Public,High,6,364,XL,"6,063",https://www.topuniversities.com/universities/universitas-hasanuddin,"BSC:
- IELTS: 5+
- TOEFL: 60+

MSC:
- IELTS: 5+
- TOEFL: 60+
- GPA: 3+",Makassar,17193000,IDR,6.30E-05,17193000,17193000,17193000,1083.159,1083.159,1083.159
1024,Universitas Sebelas Maret,"Kentingan, Surakarta, Indonesia +6",Indonesia,40,1001-1200,,,Public,High,11,1004,XL,"2,834",https://www.topuniversities.com/universities/universitas-sebelas-maret,,Surakarta,,,,,,,,,
1025,Universitat de Lleida (University of Lleida),"Rectorat, Lleida, Spain +4",Spain,91,1001-1200,,,,Very High,12,896,M,,https://www.topuniversities.com/universities/universitat-de-lleida-university-lleida,,Lleida,1258 -1810,EUR,1.08,1258,1810,1534,1358.64,1954.8,1656.72
1026,Universiti Malaysia Sabah (UMS),"UNIVERSITI MALAYSIA SABAH Kota Kinabalu, Malaysia",Malaysia,59,1001-1200,,,Public,High,16,825,L,,https://www.topuniversities.com/universities/universiti-malaysia-sabah-ums,"BSC:
- PTE Academic: 47+
- TOEFL: 5+
- IELTS: 500+
- GPA: 3+

MSC:
- IELTS: 5+
- TOEFL: 500+
- Bachelor GPA: 2.75+",UNIVERSITI MALAYSIA SABAH Kota Kinabalu,4233,SAR,0.27,4233,4233,4233,1142.91,1142.91,1142.91
1027,Universiti Malaysia Sarawak (UNIMAS),"Universiti Malaysia Sarawak (UNIMAS) Kuching, Malaysia",Malaysia,59,1001-1200,,,Public,High,14,1109,M,868,https://www.topuniversities.com/universities/universiti-malaysia-sarawak-unimas,,Universiti Malaysia Sarawak (UNIMAS) Kuching,265 - 10370,USD,1,265,10370,5317.5,265,10370,5317.5
1028,Universiti Malaysia Terengganu (UMT),"Kuala Terengganu, MY Kuala Terengganu, Malaysia",Malaysia,59,1001-1200,,,Public,Very High,14,1037,M,662,https://www.topuniversities.com/universities/universiti-malaysia-terengganu-umt,,MY Kuala Terengganu,900 - 1000,USD,1,900,1000,950,900,1000,950
1029,Universiti Tun Hussein Onn Malaysia (UTHM),"Universiti Tun Hussein Onn Malaysia Batu Pahat, Malaysia",Malaysia,59,1001-1200,,,Public,Very High,15,1098,L,"1,026",https://www.topuniversities.com/universities/universiti-tun-hussein-onn-malaysia-uthm,,Universiti Tun Hussein Onn Malaysia Batu Pahat,3000,MYR,0.21,3000,3000,3000,630,630,630
1030,University of Arkansas Fayetteville,"Fayetteville Campus Fayetteville, United States",United States,104,1001-1200,,Yes,Public,Very High,18,946,L,,https://www.topuniversities.com/universities/university-arkansas-fayetteville,"BSC:
- GPA: 3+
- IELTS: 6.5+
- TOEFL: 79+

MSC:
- GPA: 3+
- IELTS: 6.5+
- TOEFL: 79+",Fayetteville Campus Fayetteville,,USD,1,,,,,,
1031,University of Derby,"Derby Campus, Derby, United Kingdom +3",United Kingdom,103,1001-1200,,Yes,Public,High,15,3201,L,"1,042",https://www.topuniversities.com/universities/university-derby,"BSC:
- SAT: 1060+
- IELTS: 6+
- TOEFL: 80+

MSC:
- GMAT: 580+
- GPA: 2.7+
- IELTS: 6+
- TOEFL: 80+",Derby,16900,GBP,1.25,16900,16900,16900,21125,21125,21125
1032,University of Deusto,"Bilbao, ES Bilbao, Spain",Spain,91,1001-1200,,,,Very High,20,1210,M,545,https://www.topuniversities.com/universities/university-deusto,,ES Bilbao,6210 - 12204,EUR,1.08,6210,12204,9207,6706.8,13180.32,9943.56
1033,University of Hradec Kralove,"University of Hradec Kralove Hradec Králové, Czechia",Czechia,23,1001-1200,,,Public,Very High,12,199,M,,https://www.topuniversities.com/universities/university-hradec-kralove,,University of Hradec Kralove Hradec Králové,100 - 4000,USD,1,100,4000,2050,100,4000,2050
1034,University of Idaho,"University of Idaho Moscow, United States",United States,104,1001-1200,,Yes,Public,Very High,16,611,M,598,https://www.topuniversities.com/universities/university-idaho,,University of Idaho Moscow,28700,USD,1,28700,28700,28700,28700,28700,28700
1035,University of Ioannina,"University of Ioannina Campus A, Ioannina, Greece +3",Greece,35,1001-1200,,,,High,48,995,XL,723,https://www.topuniversities.com/universities/university-ioannina,,Ioannina,0,,,0,0,0,,,
1036,University of Karachi,"University Road, Karachi, PK Karachi, Pakistan",Pakistan,76,1001-1200,,,Public,High,42,78,XL,"1,063",https://www.topuniversities.com/universities/university-karachi,,PK Karachi,12705,INR,0.012,12705,12705,12705,152.46,152.46,152.46
1037,University of Louisville,"University of Louisville, Louisville, United States +1",United States,104,1001-1200,,Yes,Public,High,8,657,L,"2,180",https://www.topuniversities.com/universities/university-louisville,,Louisville,29286,USD,1,29286,29286,29286,29286,29286,29286
1038,University of Massachusetts Boston,"University of Massachusetts-Boston Boston, United States",United States,104,1001-1200,,,Public,Very High,15,1458,L,827,https://www.topuniversities.com/universities/university-massachusetts-boston,"BSC:
- SAT: 1290+
- IELTS: 6+
- TOEFL: 79+

MSC:
- GMAT: 520+
- GPA: 3+
- IELTS: 6+
- TOEFL: 79+",University of Massachusetts-Boston Boston,38620,USD,1,38620,38620,38620,38620,38620,38620
1039,"University of Missouri, Kansas City","Kansas City, US Kansas City, United States",United States,104,1001-1200,,,Public,Very High,14,1539,M,793,https://www.topuniversities.com/universities/university-missouri-kansas-city,,US Kansas City,26560 - 27325,USD,1,26560,27325,26942.5,26560,27325,26942.5
1040,University of Naples Parthenope,"Via Ammiraglio Ferdinando Acton, 38, Napoli, IT Naples, Italy",Italy,46,1001-1200,,,Public,Very High,26,230,M,389,https://www.topuniversities.com/universities/university-naples-parthenope,,IT Naples,2434,EUR,1.08,2434,2434,2434,2628.72,2628.72,2628.72
1041,University of New England Australia,"Armidale Campus, Armidale, Australia +1",Australia,3,1001-1200,,Yes,Public,Very High,8,637,L,"1,969",https://www.topuniversities.com/universities/university-new-england-australia,"BSC:
- GPA: 2+
- IELTS: 6+
- TOEFL: 87+

MSC:
- GPA: 2+
- IELTS: 6+
- TOEFL: 87+",Armidale,1000 - 3000,USD,1,1000,3000,2000,1000,3000,2000
1042,University of New Hampshire,"University of New Hampshire - Main Campus, Durham, United States +1",United States,104,1001-1200,,,Public,Very High,14,379,L,916,https://www.topuniversities.com/universities/university-new-hampshire,"BSC:
- SAT: 1140+
- IELTS: 6+
- TOEFL: 80+

MSC:
- GPA: 3+
- TOEFL: 80+
- IELTS: 6+",Durham,33160 - 41750,INR,0.012,33160,41750,37455,397.92,501,449.46
1043,University of North Carolina at Charlotte,"North Carolina, US Charlotte, United States",United States,104,1001-1200,,,Public,Very High,20,1690,L,"1,263",https://www.topuniversities.com/universities/university-north-carolina-charlotte,,US Charlotte,39851,USD,1,39851,39851,39851,39851,39851,39851
1044,University of North Texas,"1155 Union Circle #311067, Denton, US Denton, United States",United States,104,1001-1200,,Yes,Public,High,26,6483,XL,"1,434",https://www.topuniversities.com/universities/university-north-texas,"MSC:
- GMAT: 520+
- GRE: 307+
- GPA: 2+
- IELTS: 6+
- TOEFL: 79+",US Denton,21865 - 22009,USD,1,21865,22009,21937,21865,22009,21937
1045,University of Novi Sad,"University Campus, Novi Sad, Serbia +7",Serbia,86,1001-1200,,,Public,High,16,,XL,"2,743",https://www.topuniversities.com/universities/university-novi-sad,,Novi Sad,0,,,0,0,0,,,
1046,University of Rhode Island,"Kingston, US Kingston, United States",United States,104,1001-1200,,,Public,Very High,18,483,L,,https://www.topuniversities.com/universities/university-rhode-island,,US Kingston,34834,USD,1,34834,34834,34834,34834,34834,34834
1047,University of Sarajevo,"University of Sarajevo, Sarajevo, Bosnia & Herzegovina +1",Bosnia & Herzegovina,10,1001-1200,,,Public,High,21,918,L,"1,306",https://www.topuniversities.com/universities/university-sarajevo,,Sarajevo,2318,USD,1,2318,2318,2318,2318,2318,2318
1048,University of Seoul,"13, Sirip-dae gil, Seoul, KR Seoul, South Korea",South Korea,90,1001-1200,,,Public,Very High,10,605,M,859,https://www.topuniversities.com/universities/university-seoul,,KR Seoul,"2,156,000 - 3,396,000",KRW,0.00073,2156000,3396000,2776000,1573.88,2479.08,2026.48
1049,University of Tabuk,"Tabuk, SA Tabuk, Saudi Arabia",Saudi Arabia,84,1001-1200,,,Public,High,12,499,L,"1,612",https://www.topuniversities.com/universities/university-tabuk,,SA Tabuk,13488,USD,1,13488,13488,13488,13488,13488,13488
1050,University of Texas El Paso,"University of Texas El Paso El Paso, United States",United States,104,1001-1200,,,Public,Very High,19,1080,L,956,https://www.topuniversities.com/universities/university-texas-el-paso,,University of Texas El Paso El Paso,21164,USD,1,21164,21164,21164,21164,21164,21164
1051,University of Texas at San Antonio,"Main Campus, San Antonio, United States +3",United States,104,1001-1200,,,Public,Very High,22,872,L,"1,228",https://www.topuniversities.com/universities/university-texas-san-antonio,,San Antonio,11448,USD,1,11448,11448,11448,11448,11448,11448
1052,University of Toledo,"Toledo, US, Toledo, United States +1",United States,104,1001-1200,,Yes,Public,High,15,1259,L,883,https://www.topuniversities.com/universities/university-toledo,"BSC:
- SAT: 830+
- GPA: 2+
- IELTS: 6+
- TOEFL: 71+",Toledo,21519,USD,1,21519,21519,21519,21519,21519,21519
1053,University of Tulsa,"University of Tulsa (Main Campus) Tulsa, United States",United States,104,1001-1200,,Yes,Private,Very High,8,422,S,424,https://www.topuniversities.com/universities/university-tulsa,"BSC:
- SAT: 1280+
- GPA: 3+
- IELTS: 6+
- TOEFL: 70+

MSC:
- GMAT: 530+
- GPA: 3+
- IELTS: 6+
- TOEFL: 70+",University of Tulsa (Main Campus) Tulsa,50760,USD,1,50760,50760,50760,50760,50760,50760
1054,University of Vermont,"University of Vermont Burlington, United States",United States,104,1001-1200,,,Public,High,11,360,L,"1,247",https://www.topuniversities.com/universities/university-vermont,"BSC:
- SAT: 1210+
- GPA: 3.7+
- IELTS: 6.5+
- TOEFL: 90+

MSC:
- TOEFL: 90+
- IELTS: 6.5+",University of Vermont Burlington,44646,USD,1,44646,44646,44646,44646,44646,44646
1055,University of Warmia and Mazury in Olsztyn,"Kortowo Olsztyn, Poland",Poland,79,1001-1200,,,Public,Very High,9,457,L,"1,632",https://www.topuniversities.com/universities/university-warmia-mazury-olsztyn,,Kortowo Olsztyn,5000 -21190,PLN,0.27,5000,21190,13095,1350,5721.3,3535.65
1056,University of Wolverhampton,"Telford Campus, Telford, United Kingdom +1",United Kingdom,103,1001-1200,,Yes,Public,High,15,3919,L,971,https://www.topuniversities.com/universities/university-wolverhampton,"BSC:
- SAT: 1150+
- GPA: 3.3+
- ATAR: 70+
- IELTS: 6+
- TOEFL: 79+

MSC:
- GPA: 2.6+
- IELTS: 6+
- TOEFL: 79+",Telford,15995,GBP,1.25,15995,15995,15995,19993.75,19993.75,19993.75
1057,University of Wyoming,"University of Wyoming, Laramie, United States +1",United States,104,1001-1200,,Yes,Public,Very High,10,449,M,895,https://www.topuniversities.com/universities/university-wyoming,"BSC:
- IELTS: 6+
- TOEFL: 71+
- GPA: 3+

MSC:
- GMAT: 550+
- GPA: 3+
- TOEFL: 76+
- IELTS: 6+",Laramie,21600,USD,1,21600,21600,21600,21600,21600,21600
1058,University of the Sunshine Coast,"UniSC Sunshine Coast, Sippy Downs, Australia +5",Australia,3,1001-1200,,,,,,,,,https://www.topuniversities.com/universities/university-sunshine-coast,,Sippy Downs,26750 - 29900,USD,1,26750,29900,28325,26750,29900,28325
1059,University of Zilina,"University of Zilina Zilina, Slovakia",Slovakia,88,1001-1200,,,Public,Very High,8,524,M,893,https://www.topuniversities.com/universities/university-zilina,,University of Zilina Zilina,3500,EUR,1.08,3500,3500,3500,3780,3780,3780
1060,Università degli Studi di Udine,"Udine Headquarters, Udine, Italy +8",Italy,46,1001-1200,,,Public,Very High,14,516,M,811,https://www.topuniversities.com/universities/universita-degli-studi-di-udine,,Udine,7358,EUR,1.08,7358,7358,7358,7946.64,7946.64,7946.64
1061,University of Salento,"Piazza Tancredi, n7, Lecce (LE), IT Lecce (LE), Italy",Italy,46,1001-1200,,,Public,Very High,17,145,L,,https://www.topuniversities.com/universities/university-salento,,IT Lecce (LE),,,,,,,,,
1062,Universität Siegen,"Siegen, DE Siegen, Germany",Germany,34,1001-1200,,,Public,High,16,2398,L,955,https://www.topuniversities.com/universities/universitat-siegen,,DE Siegen,666-1166,EUR,1.08,666,1166,916,719.28,1259.28,989.28
1063,Université Lumière Lyon 2,"86 rue Pasteur, Lyon, FR, Lyon, France +1",France,31,1001-1200,,,Public,Very High,26,4573,L,972,https://www.topuniversities.com/universities/universite-lumiere-lyon-2,,Lyon,2850-3879,EUR,1.08,2850,3879,3364.5,3078,4189.32,3633.66
1064,Université Paris-Nanterre,"200 Avenue de la Republique, Paris, FR Paris, France",France,31,1001-1200,,,Public,Very High,24,350,XL,"1,358",https://www.topuniversities.com/universities/universite-paris-nanterre,,FR Paris,,,,,,,,,
1065,Université de Caen Normandie,"Esplanade de la Paix, Caen, FR Caen, France",France,31,1001-1200,,,Public,High,18,1976,L,"1,643",https://www.topuniversities.com/universities/universite-de-caen-basse-normandie,,FR Caen,508-8332,EUR,1.08,508,8332,4420,548.64,8998.56,4773.6
1066,Université de Poitiers,"Poitiers, FR Poitiers, France",France,31,1001-1200,,,Public,Very High,19,4200,L,"1,400",https://www.topuniversities.com/universities/universite-de-poitiers,,FR Poitiers,243,EUR,1.08,243,243,243,262.44,262.44,262.44
1067,Université Toulouse - Jean Jaurès,"5, allées Antonio Machado, Toulouse, FR, Toulouse, France +1",France,31,1001-1200,,,Public,Very High,58,4000,XL,514,https://www.topuniversities.com/universities/universite-toulouse-jean-jaures,,Toulouse,2770-3770,EUR,1.08,2770,3770,3270,2991.6,4071.6,3531.6
